Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Length,Nuc_Completeness,Geo_Location,Region,Host,Isolation_Source,Collection_Date,GenBank_Title
OQ521636.1,Dengue virus type 2,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1794,partial,Viet Nam,South,Homo sapiens,blood,2022-04,"Dengue virus type 2 isolate D2-3306-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521637.1,Dengue virus type 2,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1778,partial,Viet Nam,South,Homo sapiens,blood,2022-05,"Dengue virus type 2 isolate D2-3532-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521638.1,Dengue virus type 2,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1707,partial,Viet Nam,South,Homo sapiens,blood,2022-05,"Dengue virus type 2 isolate D2-3575-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521639.1,Dengue virus type 2,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1705,partial,Viet Nam,South,Homo sapiens,blood,2022-05,"Dengue virus type 2 isolate D2-3576-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521640.1,Dengue virus type 2,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1729,partial,Viet Nam,South,Homo sapiens,blood,2022-06,"Dengue virus type 2 isolate D2-3631-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521641.1,Dengue virus type 2,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1726,partial,Viet Nam,South,Homo sapiens,blood,2022-06,"Dengue virus type 2 isolate D2-3637-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521642.1,Dengue virus type 2,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1767,partial,Viet Nam,South,Homo sapiens,blood,2022-06,"Dengue virus type 2 isolate D2-3674-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521643.1,Dengue virus type 2,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1716,partial,Viet Nam,South,Homo sapiens,blood,2022-06,"Dengue virus type 2 isolate D2-3795-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521644.1,Dengue virus type 2,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1653,partial,Viet Nam,South,Homo sapiens,blood,2022-06,"Dengue virus type 2 isolate D2-3800-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521645.1,Dengue virus type 2,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1772,partial,Viet Nam,South,Homo sapiens,blood,2022-07,"Dengue virus type 2 isolate D2-3917-2022 polyprotein (POLY) gene, partial cds"
OQ521646.1,Dengue virus type 2,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1532,partial,Viet Nam,South,Homo sapiens,blood,2022-06,"Dengue virus type 2 isolate D2-3761-VungTau-2022 polyprotein, envelope protein E region, (POLY) gene, partial cds"
OQ521647.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1700,partial,Viet Nam,South,Homo sapiens,blood,2022-06,"Dengue virus type 4 isolate D4-3125-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521648.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1616,partial,Viet Nam,South,Homo sapiens,blood,2022-04,"Dengue virus type 4 isolate D4-3311-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521649.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1682,partial,Viet Nam,South,Homo sapiens,blood,2022,"Dengue virus type 4 isolate D4-3112-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521650.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1680,partial,Viet Nam,South,Homo sapiens,blood,2022-04,"Dengue virus type 4 isolate D4-3163-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521651.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1655,partial,Viet Nam,South,Homo sapiens,blood,2022-05,"Dengue virus type 4 isolate D4-3442-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521652.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1688,partial,Viet Nam,South,Homo sapiens,blood,2022,"Dengue virus type 4 isolate D4-3459-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521653.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1581,partial,Viet Nam,South,Homo sapiens,blood,2022-05,"Dengue virus type 4 isolate D4-3507-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521654.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1629,partial,Viet Nam,South,Homo sapiens,blood,2022-05,"Dengue virus type 4 isolate D4-3511-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521655.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1626,partial,Viet Nam,South,Homo sapiens,blood,2022-06,"Dengue virus type 4 isolate D4-3675-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521656.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1624,partial,Viet Nam,South,Homo sapiens,blood,2022-06,"Dengue virus type 4 isolate D4-3680-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521657.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1597,partial,Viet Nam,South,Homo sapiens,blood,2022-06,"Dengue virus type 4 isolate D4-3775-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521658.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1674,partial,Viet Nam,South,Homo sapiens,blood,2022-05,"Dengue virus type 4 isolate D4-3430-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521659.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1656,partial,Viet Nam,South,Homo sapiens,blood,2022-05,"Dengue virus type 4 isolate D4-3526-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521660.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1668,partial,Viet Nam,South,Homo sapiens,blood,2022-06,"Dengue virus type 4 isolate D4-3892-VungTau-2022 polyprotein (POLY) gene, partial cds"
OQ521661.1,Dengue virus type 4,"Nabeshima,T., Thi Thanh,N.N., Matsuzaki,A., Xayavong,D., Fraenkel,S., Qiang,X., Nwe,K.M., Palma,J.C.B., Tun,M.M.N., Thuy Duong,N.T., Mai,L.T.Q., Morita,K., Hasebe,F., Takamatsu,Y.","Nagasaki University, Institute of Tropical Medicine",Japan,01/03/2024,1679,partial,Viet Nam,South,Homo sapiens,blood,2022-05,"Dengue virus type 4 isolate D4-3571-VungTau-2022 polyprotein (POLY) gene, partial cds"
PP269455.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10212,partial,Viet Nam,South,Homo sapiens,blood,17/11/2010,"Dengue virus type 1 isolate DENV1/Viet_Nam/2010-11-17/Yale-DN01081 polyprotein (POLY) gene, partial cds; and sfRNA1 lncRNA gene, partial sequence"
PP269456.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10477,partial,Viet Nam,South,Homo sapiens,blood,11/02/2011,"Dengue virus type 1 isolate DENV1/Viet_Nam/2011-02-11/Yale-DN01084 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269457.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10477,partial,Viet Nam,South,Homo sapiens,blood,06/04/2011,"Dengue virus type 1 isolate DENV1/Viet_Nam/2011-04-06/Yale-DN01087 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269458.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10609,partial,Viet Nam,South,Homo sapiens,blood,24/05/2011,"Dengue virus type 1 isolate DENV1/Viet_Nam/2011-05-24/Yale-DN01088 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269459.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10477,partial,Viet Nam,South,Homo sapiens,blood,16/06/2011,"Dengue virus type 1 isolate DENV1/Viet_Nam/2011-06-16/Yale-DN01089 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269460.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10477,partial,Viet Nam,South,Homo sapiens,blood,27/07/2011,"Dengue virus type 1 isolate DENV1/Viet_Nam/2011-07-27/Yale-DN01095 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269461.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10477,partial,Viet Nam,South,Homo sapiens,blood,16/08/2011,"Dengue virus type 1 isolate DENV1/Viet_Nam/2011-08-16/Yale-DN01100 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269462.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10469,partial,Viet Nam,South,Homo sapiens,blood,22/08/2011,"Dengue virus type 1 isolate DENV1/Viet_Nam/2011-08-22/Yale-DN01101 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269463.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10580,partial,Viet Nam,South,Homo sapiens,blood,10/11/2011,"Dengue virus type 1 isolate DENV1/Viet_Nam/2011-11-10/Yale-DN01116 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269464.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10575,partial,Viet Nam,South,Homo sapiens,blood,07/12/2011,"Dengue virus type 1 isolate DENV1/Viet_Nam/2011-12-07/Yale-DN01120 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269465.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10565,partial,Viet Nam,South,Homo sapiens,blood,02/03/2012,"Dengue virus type 1 isolate DENV1/Viet_Nam/2012-03-02/Yale-DN01123 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269466.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10180,partial,Viet Nam,South,Homo sapiens,blood,26/03/2012,"Dengue virus type 1 isolate DENV1/Viet_Nam/2012-03-26/Yale-DN01126 polyprotein (POLY) gene, partial cds"
PP269467.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10593,partial,Viet Nam,South,Homo sapiens,blood,28/03/2012,"Dengue virus type 1 isolate DENV1/Viet_Nam/2012-03-28/Yale-DN01127 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269468.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10477,partial,Viet Nam,South,Homo sapiens,blood,25/06/2012,"Dengue virus type 1 isolate DENV1/Viet_Nam/2012-06-25/Yale-DN01132 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269469.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10616,partial,Viet Nam,South,Homo sapiens,blood,12/07/2012,"Dengue virus type 1 isolate DENV1/Viet_Nam/2012-07-12/Yale-DN01134 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269470.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10616,partial,Viet Nam,South,Homo sapiens,blood,31/07/2012,"Dengue virus type 1 isolate DENV1/Viet_Nam/2012-07-31/Yale-DN01136 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269471.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10608,partial,Viet Nam,South,Homo sapiens,blood,02/08/2012,"Dengue virus type 1 isolate DENV1/Viet_Nam/2012-08-02/Yale-DN01137 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269472.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10575,partial,Viet Nam,South,Homo sapiens,blood,07/08/2012,"Dengue virus type 1 isolate DENV1/Viet_Nam/2012-08-07/Yale-DN01139 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269473.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10616,partial,Viet Nam,South,Homo sapiens,blood,07/08/2012,"Dengue virus type 1 isolate DENV1/Viet_Nam/2012-08-07/Yale-DN01140 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269474.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10611,partial,Viet Nam,South,Homo sapiens,blood,13/08/2012,"Dengue virus type 1 isolate DENV1/Viet_Nam/2012-08-13/Yale-DN01141 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
PP269475.1,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,10/02/2024,10575,partial,Viet Nam,South,Homo sapiens,blood,11/10/2012,"Dengue virus type 1 isolate DENV1/Viet_Nam/2012-10-11/Yale-DN01148 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence"
